Datetime,Open,High,Low,Close,Adj Close,Volume,st,st_upt,st_dt,atr
2024-12-01 00:00:00+00:00,96475.828125,96523.296875,96411.1484375,96523.296875,96523.296875,0,,,,112.1484375
2024-12-01 00:05:00+00:00,96567.765625,96572.6328125,96544.1640625,96572.6328125,96572.6328125,0,96796.13839285714,,96796.13839285714,79.24665178571428
2024-12-01 00:10:00+00:00,96586.5,96603.75,96586.5,96603.75,96603.75,0,96780.08249150302,,96780.08249150302,61.65249716767371
2024-12-01 00:15:00+00:00,96611.1171875,96628.1171875,96578.3203125,96578.3203125,96578.3203125,0,96777.97596153847,,96777.97596153847,58.25240384615384
2024-12-01 00:20:00+00:00,96589.7109375,96634.90625,96589.7109375,96593.7890625,96593.7890625,0,96777.97596153847,,96777.97596153847,57.85275873347692
2024-12-01 00:25:00+00:00,96641.203125,96641.203125,96584.703125,96622.90625,96622.90625,0,96777.97596153847,,96777.97596153847,57.57039201615296
2024-12-01 00:30:00+00:00,96654.265625,96682.5625,96645.65625,96682.5625,96682.5625,0,96777.97596153847,,96777.97596153847,57.95988901749529
2024-12-01 00:35:00+00:00,96691.0390625,96691.0390625,96565.75,96565.75,96565.75,0,96777.97596153847,,96777.97596153847,69.43302608799736
2024-12-01 00:40:00+00:00,96545.5078125,96545.5078125,96424.1328125,96424.1328125,96424.1328125,0,96727.30329085547,,96727.30329085547,80.82765945182425
2024-12-01 00:45:00+00:00,96344.5546875,96420.2109375,96344.5546875,96386.1484375,96386.1484375,0,96624.31118364334,,96624.31118364334,80.64279038111384
2024-12-01 00:50:00+00:00,96417.9609375,96458.171875,96410.65625,96458.171875,96458.171875,0,96624.31118364334,,96624.31118364334,79.43636978857275
2024-12-01 00:55:00+00:00,96426.7109375,96452.1484375,96381.8359375,96381.8359375,96381.8359375,51027968,96624.31118364334,,96624.31118364334,79.02270640592283
2024-12-01 01:00:00+00:00,96387.5,96425.0625,96387.5,96392.09375,96392.09375,0,96624.31118364334,,96624.31118364334,74.44149886443398
2024-12-01 01:05:00+00:00,96214.984375,96281.6015625,96203.140625,96281.6015625,96281.6015625,11890688,96508.08973788122,,96508.08973788122,88.57288137707194
2024-12-01 01:10:00+00:00,96253.8125,96296.3359375,96252.71875,96275.125,96275.125,999424,96508.08973788122,,96508.08973788122,83.19970422560723
2024-12-01 01:15:00+00:00,96286.3359375,96286.3359375,96218.1015625,96218.1015625,96218.1015625,2473984,96496.6010868332,,96496.6010868332,81.46077894439905
2024-12-01 01:20:00+00:00,96292.5625,96461.2109375,96292.5625,96461.2109375,96461.2109375,1986560,96496.6010868332,,96496.6010868332,99.7805810380861
2024-12-01 01:25:00+00:00,96457.53125,96482.0703125,96457.53125,96482.0703125,96482.0703125,9447424,96496.6010868332,,96496.6010868332,91.44038551473257
2024-12-01 01:30:00+00:00,96473.8828125,96520.390625,96460.15625,96520.390625,96520.390625,0,96226.12659230253,96226.12659230253,,88.04894839915619
2024-12-01 01:35:00+00:00,96503.140625,96512.3984375,96433.234375,96433.234375,96433.234375,524357632,96226.12659230253,96226.12659230253,,87.95362474551987
2024-12-01 01:40:00+00:00,96462.3984375,96500.0703125,96446.9609375,96473.953125,96473.953125,0,96226.12659230253,96226.12659230253,,85.73387956194993
2024-12-01 01:45:00+00:00,96474.28125,96480.109375,96468.296875,96480.109375,96480.109375,0,96239.98533594237,96239.98533594237,,78.07259635254412
2024-12-01 01:50:00+00:00,96439.2890625,96463.359375,96236.484375,96236.484375,96236.484375,7053312,96634.96657542582,,96634.96657542582,95.01490014193936
2024-12-01 01:55:00+00:00,96241.8515625,96246.1328125,96128.1953125,96164.375,96164.375,0,96479.16679993739,,96479.16679993739,97.33424581246524
2024-12-01 02:00:00+00:00,96156.015625,96257.640625,96150.1796875,96209.5078125,96209.5078125,0,96479.16679993739,,96479.16679993739,98.34846226780925
2024-12-01 02:05:00+00:00,96226.546875,96258.6875,96208.7421875,96258.6875,96258.6875,0,96479.16679993739,,96479.16679993739,93.5451520020717
2024-12-01 02:10:00+00:00,96380.0,96380.0,96237.6796875,96237.6796875,96237.6796875,661981184,96479.16679993739,,96479.16679993739,98.34541007220615
2024-12-01 02:15:00+00:00,96230.609375,96230.609375,96168.9296875,96202.8203125,96202.8203125,97595392,96479.16679993739,,96479.16679993739,95.4544493475561
2024-12-01 02:20:00+00:00,96267.4296875,96267.4296875,96184.0625,96184.0625,96184.0625,109506560,96479.16679993739,,96479.16679993739,94.28167645159442
2024-12-01 02:25:00+00:00,96238.8125,96238.8125,96195.3125,96195.3125,96195.3125,141977600,96479.16679993739,,96479.16679993739,90.4694123423658
2024-12-01 02:30:00+00:00,96179.0625,96179.0625,96038.2109375,96038.2109375,96038.2109375,0,96399.2161546112,,96399.2161546112,96.85981195373617
2024-12-01 02:35:00+00:00,96038.34375,96038.34375,95902.546875,95902.546875,95902.546875,79618048,96272.17190386589,,96272.17190386589,100.57553045529635
2024-12-01 02:40:00+00:00,95882.6640625,95917.2578125,95868.53125,95917.2578125,95917.2578125,62470144,96179.84425070036,,96179.84425070036,95.64990648345358
2024-12-01 02:45:00+00:00,95933.5703125,96008.4921875,95933.5703125,95989.03125,95989.03125,92282880,96179.84425070036,,96179.84425070036,95.23214218596173
2024-12-01 02:50:00+00:00,95961.359375,96006.125,95936.3671875,96006.125,96006.125,48500736,96179.84425070036,,96179.84425070036,92.83084606481225
2024-12-01 02:55:00+00:00,95994.234375,95994.234375,95813.4765625,95813.4765625,95813.4765625,14049280,96179.84425070036,,96179.84425070036,102.20853308470583
2024-12-01 03:00:00+00:00,95846.953125,95949.7421875,95846.953125,95949.7421875,95949.7421875,18591744,96179.84425070036,,96179.84425070036,105.39844231483251
2024-12-01 03:05:00+00:00,95971.171875,95999.96875,95971.171875,95999.96875,95999.96875,18180096,96179.84425070036,,96179.84425070036,100.2450414096046
2024-12-01 03:10:00+00:00,96070.25,96243.9296875,96070.25,96243.9296875,96243.9296875,11794432,95816.1831278582,95816.1831278582,,113.63557196393712
2024-12-01 03:15:00+00:00,96200.3203125,96236.6171875,96189.609375,96236.6171875,96236.6171875,21886976,95888.74895726351,95888.74895726351,,108.12144132882932
2024-12-01 03:20:00+00:00,96195.65625,96219.3203125,96159.78125,96159.78125,96159.78125,0,95888.74895726351,95888.74895726351,,105.2190054236714
2024-12-01 03:25:00+00:00,96115.8828125,96115.8828125,96080.609375,96082.5625,96082.5625,0,95888.74895726351,95888.74895726351,,102.80704135810261
2024-12-01 03:30:00+00:00,96098.7265625,96180.734375,96098.7265625,96180.734375,96180.734375,0,95888.74895726351,95888.74895726351,,102.3785495282569
2024-12-01 03:35:00+00:00,96177.0234375,96207.4375,96177.0234375,96207.4375,96207.4375,0,95905.0222255755,95905.0222255755,,95.73608105816552
2024-12-01 03:40:00+00:00,96247.1953125,96268.953125,96247.1953125,96268.953125,96268.953125,12097536,95980.32864763196,95980.32864763196,,92.58185703934683
2024-12-01 03:45:00+00:00,96333.25,96458.9609375,96333.25,96458.9609375,96458.9609375,0,96091.45360695496,96091.45360695496,,101.5506205983457
2024-12-01 03:50:00+00:00,96455.1484375,96455.1484375,96407.203125,96421.6953125,96421.6953125,45330432,96140.25951300254,96140.25951300254,,96.97208941581964
2024-12-01 03:55:00+00:00,96392.1015625,96392.1015625,96366.0390625,96366.0390625,96366.0390625,6297600,96140.25951300254,96140.25951300254,,93.17698618882682
2024-12-01 04:00:00+00:00,96361.5859375,96361.5859375,96335.671875,96335.671875,96335.671875,0,96140.25951300254,96140.25951300254,,87.41299353615749
2024-12-01 04:05:00+00:00,96318.5859375,96318.5859375,96285.2578125,96285.2578125,96285.2578125,0,96140.25951300254,96140.25951300254,,84.02055569534276
2024-12-01 04:10:00+00:00,96321.2578125,96333.765625,96310.75,96310.75,96310.75,41814016,96140.25951300254,96140.25951300254,,80.76692795508451
2024-12-01 04:15:00+00:00,96314.6796875,96314.6796875,96277.6875,96283.71875,96283.71875,14657536,96140.25951300254,96140.25951300254,,76.75919112719824
2024-12-01 04:20:00+00:00,96258.515625,96311.921875,96258.515625,96311.921875,96311.921875,0,96140.25951300254,96140.25951300254,,74.62252155113359
2024-12-01 04:25:00+00:00,96365.6484375,96392.921875,96365.6484375,96392.921875,96392.921875,39602176,96153.66810025286,96153.66810025286,,75.20568533237734
2024-12-01 04:30:00+00:00,96443.8671875,96443.8671875,96395.9453125,96395.9453125,96395.9453125,15853568,96200.94084221714,96200.94084221714,,72.98846926095243
2024-12-01 04:35:00+00:00,96396.8515625,96428.5625,96396.8515625,96410.2109375,96410.2109375,0,96204.8051721133,96204.8051721133,,69.30061971223523
2024-12-01 04:40:00+00:00,96402.09375,96402.09375,96383.0078125,96401.03125,96401.03125,0,96204.8051721133,96204.8051721133,,65.4567718813478
2024-12-01 04:45:00+00:00,96394.484375,96406.796875,96394.484375,96399.5078125,96399.5078125,0,96218.82202974443,96218.82202974443,,60.60619841851971
2024-12-01 04:50:00+00:00,96413.6484375,96492.9140625,96413.6484375,96481.046875,96481.046875,10784768,96262.48475168509,96262.48475168509,,63.598832771639564
2024-12-01 04:55:00+00:00,96474.4140625,96508.1015625,96470.09375,96508.1015625,96508.1015625,0,96305.30352476536,96305.30352476536,,61.26471049488182
2024-12-01 05:00:00+00:00,96526.3046875,96526.3046875,96476.015625,96504.7734375,96504.7734375,0,96320.3683473447,96320.3683473447,,60.263936301764446
2024-12-01 05:05:00+00:00,96501.4609375,96501.4609375,96477.9609375,96490.65625,96490.65625,0,96320.3683473447,96320.3683473447,,57.214619961077986
2024-12-01 05:10:00+00:00,96463.2578125,96466.8046875,96460.03125,96466.8046875,96466.8046875,0,96320.3683473447,96320.3683473447,,54.791402442993366
2024-12-01 05:15:00+00:00,96426.84375,96498.4296875,96426.84375,96498.4296875,96498.4296875,0,96320.3683473447,96320.3683473447,,56.32161092214104
2024-12-01 05:20:00+00:00,96491.828125,96516.6015625,96453.7734375,96453.7734375,96453.7734375,0,96320.3683473447,96320.3683473447,,56.9143208996662
2024-12-01 05:25:00+00:00,96458.40625,96463.234375,96455.34375,96455.34375,96455.34375,23359488,96320.3683473447,96320.3683473447,,52.59236454438682
