2024-11-21 02:01:45.350096,1,0.015
2024-11-21 02:08:56.746716,1,0.015
2024-11-21 02:11:17.056356,1,0.015
2024-11-21 02:16:38.966467,1,0.015
2024-11-21 02:26:39.831512,1,0.015
2024-11-21 02:31:40.745622,1,0.015
2024-11-21 02:35:40.949436,1,0.015
2024-11-21 02:46:08.847663,1,0.015
2024-11-21 02:50:15.496736,1,0.015
2024-11-21 02:50:44.821388,1,0.015 
2024-11-21 02:51:24.821480,1,0.015
2024-11-21 02:53:48.812714,1,0.015
2024-11-21 03:03:26.454135,1,0.015
2024-11-21 09:45:19.310057,1,0.015
2024-11-21 09:46:55.848146,1,0.015
2024-11-21 09:48:16.815177,1,0.015
2024-11-21 09:57:13.898435,1,0.015
2024-11-21 10:01:06.652213,1,0.015
2024-11-21 10:05:43.840608,1,0.015
2024-11-21 10:10:38.037615,1,0.015
2024-11-21 10:16:39.474518,1,0.015
2024-11-21 10:20:07.894868,1,0.015
2024-11-21 10:25:39.871910,1,0.015
2024-11-21 10:26:10.487838,1,0.015
2024-11-21 10:26:56.034038,1,0.015
2024-11-21 10:26:59.561579,1,0.015
2024-11-21 10:27:42.375762,1,0.015
2024-11-21 10:29:21.393189,1,0.015
2024-11-21 10:32:34.975251,1,0.015
2024-11-21 10:35:27.029482,1,0.015
2024-11-21 10:36:16.013920,1,0.015
2024-11-21 10:50:46.910322,1,0.015
2024-11-21 10:52:18.955812,1,0.015
2024-11-21 10:53:20.227573,1,0.015
2024-11-21 11:16:18.041662,1,0.004
2024-11-21 11:20:10.135715,1,0.004
2024-11-21 11:20:56.799507,1,0.004
2024-11-21 11:22:10.930934,1,0.004
2024-11-21 11:22:37.944935,1,0.004
2024-11-21 11:24:33.826115,1,0.004
2024-11-21 11:24:58.996852,1,0.004
2024-11-21 11:28:27.507780,1,0.004
2024-11-21 11:30:09.126720,1,0.004
2024-11-21 11:33:15.536014,1,0.004
2024-11-21 11:47:30.937077,1,0.004
2024-11-21 11:48:41.042833,1,0.004
2024-11-21 11:52:11.867010,1,0.004
2024-11-21 11:53:52.080043,1,0.004
2024-11-21 11:54:14.096040,1,0.004
2024-11-21 11:57:04.145129,1,0.004
2024-11-21 12:01:13.779607,1,0.004
2024-11-21 12:07:07.819637,1,0.004
2024-11-21 12:16:49.709609,1,0.004
2024-11-21 12:17:55.381287,1,0.004
2024-11-21 12:18:06.119501,1,0.004
2024-11-21 12:37:03.272132,1,0.004
2024-11-21 12:50:38.014314,1,0.004
2024-11-21 12:53:12.979867,1,0.004
2024-11-21 12:56:25.716409,1,0.004
2024-11-21 12:57:38.726361,1,0.004
2024-11-21 13:00:03.595813,1,0.004
2024-11-21 13:00:26.461193,1,0.004
2024-11-21 13:04:04.716065,1,0.004
2024-11-21 13:11:24.297130,1,0.004
2024-11-21 13:23:19.474824,1,0.004
2024-11-21 13:31:10.154846,1,0.004
2024-11-21 13:33:13.266618,1,0.004
2024-11-21 13:40:22.639961,1,0.004
2024-11-21 13:56:51.420908,1,0.004
2024-11-21 14:05:56.588182,1,0.004
2024-11-21 14:22:29.475970,1,0.004
2024-11-21 14:32:51.735061,1,0.004
2024-11-21 14:36:05.704101,1,0.004
2024-11-21 14:40:34.317556,1,0.004
2024-11-21 14:40:34.332816,1,0.004
2024-11-22 19:31:01.066902,1,0.004
2024-11-22 19:35:28.901778,1,0.004
2024-11-22 19:37:19.442117,1,0.004
2024-11-22 19:42:03.472833,1,0.004
2024-11-22 19:42:43.274135,1,0.004
2024-11-22 19:42:43.313842,1,0.004
2024-11-22 19:48:41.506656,1,0.004
2024-11-22 19:55:30.200319,1,0.004
2024-11-22 20:00:37.493926,1,0.004
2024-11-22 20:01:46.484161,1,0.004
2024-11-22 20:03:02.424768,1,0.004
2024-11-22 20:04:09.487547,1,0.004
2024-11-22 20:04:55.496746,1,0.004
2024-11-22 20:06:07.536733,1,0.004
2024-11-22 20:10:07.748940,1,0.004
2024-11-22 20:12:29.595455,1,0.004
2024-11-22 20:15:07.484174,1,0.004
2024-11-22 20:15:21.357844,1,0.004
2024-11-22 20:16:10.221672,1,0.004
2024-11-22 20:19:57.656102,1,0.004
2024-11-22 20:20:56.466419,1,0.004
2024-11-22 20:51:03.478031,1,0.004
2024-11-22 20:53:08.992848,1,0.004
2024-11-22 20:58:53.809709,1,0.004
2024-11-22 21:06:11.635696,1,0.004
2024-11-22 21:14:17.749402,1,0.004
2024-11-22 21:30:31.744031,1,0.004
2024-11-22 21:42:09.852826,1,0.004
2024-11-22 21:44:11.002278,1,0.004
2024-11-22 21:52:33.025135,1,0.008
2024-11-22 21:58:19.462953,1,0.008
2024-11-22 22:01:43.449286,1,0.008
2024-11-22 22:03:12.586796,1,0.008
2024-11-22 22:07:35.635652,1,0.008
2024-11-22 22:10:48.901808,1,0.008
2024-11-22 22:21:19.002216,1,0.008
2024-11-22 22:30:15.001423,1,0.008
2024-11-22 22:49:41.356704,1,0.008
2024-11-22 22:54:20.776701,1,0.008
2024-11-22 23:00:16.977645,1,0.008
2024-11-22 23:04:11.870067,1,0.0082024-11-23 17:54:25.420864,1,0.01
2024-11-23 18:00:32.672140,1,0.01
2024-11-23 18:06:34.369294,1,0.01
2024-11-23 18:10:24.178928,1,0.01
2024-11-23 18:11:38.037816,1,0.01
2024-11-23 18:15:48.503715,1,0.01
2024-11-23 18:44:37.490558,1,0.01
2024-11-23 18:44:55.464210,1,0.01
